jetz_scientific_name,city_count,region_count,presence_ratio,birdlife_v3_family_name,birdlife_v3_family_name_english
Anairetes_flavirostris,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Atlapetes_latinuchus,1,2,0.5,Emberizidae,"Buntings, American sparrows and allies"
Circus_maurus,0,2,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Knipolegus_cyanirostris,1,5,0.2,Tyrannidae,Tyrant-flycatchers
Merops_pusillus,4,10,0.4,Meropidae,Bee-eaters
Stizorhina_fraseri,0,2,0.0,Turdidae,Thrushes
Parula_superciliosa,2,5,0.4,Parulidae,New World warblers
Bubalornis_albirostris,0,2,0.0,Ploceidae,Weavers and allies
Megalurus_timoriensis,1,2,0.5,Sylviidae,Old World warblers
Circus_macrosceles,0,1,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Enicurus_schistaceus,1,5,0.2,Muscicapidae,Chats and Old World flycatchers
Gecinulus_grantia,0,2,0.0,Picidae,Woodpeckers
Pachyramphus_rufus,0,4,0.0,Cotingidae,Cotingas
Ptilinopus_magnificus,0,1,0.0,Columbidae,Doves and pigeons
Saxicola_ferreus,2,21,0.095,Muscicapidae,Chats and Old World flycatchers
Tyrannus_vociferans,5,6,0.833,Tyrannidae,Tyrant-flycatchers
Bradornis_pallidus,0,7,0.0,Muscicapidae,Chats and Old World flycatchers
Amblyospiza_albifrons,3,6,0.5,Ploceidae,Weavers and allies
Catharus_bicknelli,0,1,0.0,Turdidae,Thrushes
Cotinga_cayana,0,1,0.0,Cotingidae,Cotingas
Eleothreptus_anomalus,0,5,0.0,Caprimulgidae,Nightjars
Zoothera_princei,0,1,0.0,Turdidae,Thrushes
Knipolegus_lophotes,0,4,0.0,Tyrannidae,Tyrant-flycatchers
Pycnonotus_capensis,1,1,1.0,Pycnonotidae,Bulbuls
Emberiza_caesia,1,7,0.143,Emberizidae,"Buntings, American sparrows and allies"
Melanodryas_cucullata,0,2,0.0,Petroicidae,Australasian robins
Pachyramphus_homochrous,1,1,1.0,Cotingidae,Cotingas
Rhynchotus_rufescens,0,7,0.0,Tinamidae,Tinamous
Sayornis_saya,8,12,0.667,Tyrannidae,Tyrant-flycatchers
Emberiza_variabilis,1,4,0.25,Emberizidae,"Buntings, American sparrows and allies"
Alcippe_ruficapilla,1,3,0.333,Timaliidae,Babblers and parrotbills
Zoothera_naevia,4,5,0.8,Turdidae,Thrushes
Carduelis_flavirostris,0,7,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Pavo_muticus,0,4,0.0,Phasianidae,"Grouse, pheasants and partridges"
Psarocolius_angustifrons,0,3,0.0,Icteridae,New World blackbirds
Pycnonotus_barbatus,11,12,0.917,Pycnonotidae,Bulbuls
Yuhina_torqueola,0,7,0.0,Timaliidae,Babblers and parrotbills
Amazilia_amazilia,2,2,1.0,Trochilidae,Hummingbirds
Pinicola_subhimachala,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Columbina_talpacoti,11,15,0.733,Columbidae,Doves and pigeons
Dromococcyx_pavoninus,0,4,0.0,Cuculidae,Cuckoos
Molothrus_bonariensis,13,20,0.65,Icteridae,New World blackbirds
Myiarchus_stolidus,1,2,0.5,Tyrannidae,Tyrant-flycatchers
Otus_leucotis,0,7,0.0,Strigidae,Owls
Sayornis_nigricans,8,13,0.615,Tyrannidae,Tyrant-flycatchers
Basileuterus_belli,1,2,0.5,Parulidae,New World warblers
Corydon_sumatranus,0,3,0.0,Eurylaimidae,Broadbills
Veniliornis_maculifrons,1,2,0.5,Picidae,Woodpeckers
Elaenia_cristata,0,3,0.0,Tyrannidae,Tyrant-flycatchers
Geotrygon_montana,1,16,0.063,Columbidae,Doves and pigeons
Glareola_nuchalis,0,4,0.0,Glareolidae,Coursers and pratincoles
Glaucidium_gnoma,0,9,0.0,Strigidae,Owls
Hirundinea_ferruginea,3,8,0.375,Tyrannidae,Tyrant-flycatchers
Ploceus_xanthopterus,1,2,0.5,Ploceidae,Weavers and allies
Aratinga_mitrata,3,4,0.75,Psittacidae,Parrots
Acrocephalus_gracilirostris,4,6,0.667,Sylviidae,Old World warblers
Anthreptes_gabonicus,0,1,0.0,Nectariniidae,Sunbirds
Apus_caffer,2,10,0.2,Apodidae,Swifts
Batrachostomus_septimus,0,1,0.0,Podargidae,Frogmouths
Caprimulgus_climacurus,0,5,0.0,Caprimulgidae,Nightjars
Cuculus_saturatus,0,32,0.0,Cuculidae,Cuckoos
Hylocharis_cyanus,0,5,0.0,Trochilidae,Hummingbirds
Phyllastrephus_strepitans,0,1,0.0,Pycnonotidae,Bulbuls
Cathartes_burrovianus,1,9,0.111,Cathartidae,New World vultures
Cryptospiza_salvadorii,0,2,0.0,Estrildidae,"Waxbills, grass finches, munias and allies"
Geopelia_placida,0,2,0.0,Columbidae,Doves and pigeons
Laniarius_leucorhynchus,0,2,0.0,Malaconotidae,"Helmetshrikes, bushshrikes and puffbacks"
Leptodon_cayanensis,0,8,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Mergus_octosetaceus,0,4,0.0,Anatidae,"Ducks, geese and swans"
Passer_motitensis,0,1,0.0,Passeridae,"Sparrows, snowfinches and allies"
Aix_galericulata,8,19,0.421,Anatidae,"Ducks, geese and swans"
Alophoixus_ochraceus,0,3,0.0,Pycnonotidae,Bulbuls
Cyornis_concretus,0,2,0.0,Muscicapidae,Chats and Old World flycatchers
Eleoscytalopus_indigoticus,0,3,0.0,Rhinocryptidae,Tapaculos
Macronyx_flavicollis,0,1,0.0,Motacillidae,Wagtails and pipits
Turdus_hortulorum,6,10,0.6,Turdidae,Thrushes
Turnix_nigricollis,0,1,0.0,Turnicidae,Buttonquails
Cisticola_ayresii,1,3,0.333,Cisticolidae,Cisticolas and allies
Elaenia_obscura,1,4,0.25,Tyrannidae,Tyrant-flycatchers
Fulica_leucoptera,1,1,1.0,Rallidae,"Rails, crakes and allies"
Melanerpes_formicivorus,8,11,0.727,Picidae,Woodpeckers
Nettapus_pulchellus,0,1,0.0,Anatidae,"Ducks, geese and swans"
Oenanthe_finschii,0,5,0.0,Muscicapidae,Chats and Old World flycatchers
Pericrocotus_solaris,2,11,0.182,Campephagidae,Cuckoo-shrikes
Carduelis_uropygialis,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Todus_subulatus,0,2,0.0,Todidae,Todies
Uropsalis_lyra,0,2,0.0,Caprimulgidae,Nightjars
Xenops_rutilans,2,12,0.167,Furnariidae,Ovenbirds
Anorrhinus_galeritus,0,2,0.0,Bucerotidae,Hornbills
Arachnothera_magna,0,6,0.0,Nectariniidae,Sunbirds
Arremon_flavirostris,0,2,0.0,Emberizidae,"Buntings, American sparrows and allies"
Catharus_occidentalis,1,3,0.333,Turdidae,Thrushes
Cisticola_fulvicapilla,2,4,0.5,Cisticolidae,Cisticolas and allies
Dicaeum_melanoxanthum,0,2,0.0,Dicaeidae,Flowerpeckers
Cacatua_leadbeateri,0,1,0.0,Psittacidae,Parrots
Ramphotrigon_megacephalum,0,3,0.0,Tyrannidae,Tyrant-flycatchers
Strix_occidentalis,0,8,0.0,Strigidae,Owls
Accipiter_melanoleucus,4,9,0.444,Accipitridae,"Osprey, kites, hawks and eagles"
Apalis_flavida,1,5,0.2,Cisticolidae,Cisticolas and allies
Parus_leucomelas,0,3,0.0,Paridae,Tits and chickadees
Phylloscopus_magnirostris,0,13,0.0,Sylviidae,Old World warblers
Polioptila_albiloris,0,1,0.0,Polioptilidae,Gnatcatchers
Prunella_collaris,0,10,0.0,Prunellidae,Accentors
Dendroica_discolor,6,8,0.75,Parulidae,New World warblers
Treron_capellei,0,2,0.0,Columbidae,Doves and pigeons
Turdus_pallidus,9,17,0.529,Turdidae,Thrushes
Sturnus_philippensis,0,5,0.0,Sturnidae,Starlings
Alophoixus_bres,0,3,0.0,Pycnonotidae,Bulbuls
Anas_fulvigula,3,6,0.5,Anatidae,"Ducks, geese and swans"
Anhinga_rufa,5,11,0.455,Anhingidae,Anhingas
Botaurus_poiciloptilus,0,2,0.0,Ardeidae,Herons and egrets
Dacnis_venusta,0,1,0.0,Thraupidae,Tanagers
Melanopareia_elegans,0,1,0.0,Rhinocryptidae,Tapaculos
Basileuterus_luteoviridis,0,3,0.0,Parulidae,New World warblers
Caprimulgus_parvulus,0,8,0.0,Caprimulgidae,Nightjars
Ammodramus_maritimus,1,5,0.2,Emberizidae,"Buntings, American sparrows and allies"
Anas_erythrorhyncha,4,8,0.5,Anatidae,"Ducks, geese and swans"
Calamospiza_melanocorys,0,4,0.0,Emberizidae,"Buntings, American sparrows and allies"
Serinus_sulphuratus,2,5,0.4,Fringillidae,Finches and Hawaiian honeycreepers
Emberiza_spodocephala,8,16,0.5,Emberizidae,"Buntings, American sparrows and allies"
Glaucidium_cuculoides,5,15,0.333,Strigidae,Owls
Ceyx_pictus,2,8,0.25,Alcedinidae,Kingfishers
Dendrocopos_mahrattensis,3,21,0.143,Picidae,Woodpeckers
Vanellus_cayanus,0,9,0.0,Charadriidae,Plovers
Agriornis_murinus,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Batis_minor,0,3,0.0,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises"
Callipepla_californica,5,6,0.833,Odontophoridae,New World quails
Crypturellus_strigulosus,0,1,0.0,Tinamidae,Tinamous
Ficedula_superciliaris,1,16,0.063,Muscicapidae,Chats and Old World flycatchers
Lophotriorchis_kienerii,0,13,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Niltava_vivida,0,3,0.0,Muscicapidae,Chats and Old World flycatchers
Cercomela_fusca,8,11,0.727,Muscicapidae,Chats and Old World flycatchers
Agriornis_albicauda,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Bubo_lacteus,0,7,0.0,Strigidae,Owls
Colluricincla_harmonica,2,2,1.0,Colluricinclidae,Shrike-thrushes and allies
Oriolus_brachyrhynchus,0,2,0.0,Oriolidae,Orioles and figbirds
Penelope_marail,0,1,0.0,Cracidae,Guans and curassows
Pteruthius_flaviscapis,0,11,0.0,Timaliidae,Babblers and parrotbills
Sephanoides_sephaniodes,1,1,1.0,Trochilidae,Hummingbirds
Stephanophorus_diadematus,1,4,0.25,Thraupidae,Tanagers
Columbina_squammata,3,8,0.375,Columbidae,Doves and pigeons
Heliopais_personatus,0,3,0.0,Heliornithidae,Finfoots
Lepidocolaptes_falcinellus,0,2,0.0,Dendrocolaptidae,Woodcreepers
Baeolophus_wollweberi,0,3,0.0,Paridae,Tits and chickadees
Contopus_pertinax,3,5,0.6,Tyrannidae,Tyrant-flycatchers
Cossypha_natalensis,2,3,0.667,Muscicapidae,Chats and Old World flycatchers
Emberizoides_ypiranganus,0,2,0.0,Emberizidae,"Buntings, American sparrows and allies"
Entomyzon_cyanotis,1,2,0.5,Meliphagidae,Honeyeaters
Coracina_fimbriata,0,3,0.0,Campephagidae,Cuckoo-shrikes
Leucochloris_albicollis,2,5,0.4,Trochilidae,Hummingbirds
Mirafra_assamica,4,8,0.5,Alaudidae,Larks
Pharomachrus_auriceps,0,3,0.0,Trogonidae,Trogons
Ploceus_ocularis,3,4,0.75,Ploceidae,Weavers and allies
Prinia_buchanani,1,13,0.077,Cisticolidae,Cisticolas and allies
Prionochilus_maculatus,0,2,0.0,Dicaeidae,Flowerpeckers
Aquila_chrysaetos,1,38,0.026,Accipitridae,"Osprey, kites, hawks and eagles"
Crotophaga_sulcirostris,6,10,0.6,Cuculidae,Cuckoos
Dinopium_javanense,2,10,0.2,Picidae,Woodpeckers
Drymophila_ochropyga,0,4,0.0,Thamnophilidae,Antbirds
Erythrocercus_mccallii,0,2,0.0,Monarchidae,Monarchs
Pitta_erythrogaster,0,2,0.0,Pittidae,Pittas
Hypsipetes_madagascariensis,1,1,1.0,Pycnonotidae,Bulbuls
Parus_xanthogenys,1,6,0.167,Paridae,Tits and chickadees
Francolinus_lathami,0,2,0.0,Phasianidae,"Grouse, pheasants and partridges"
Pnoepyga_pusilla,0,12,0.0,Timaliidae,Babblers and parrotbills
Spizaetus_ornatus,0,7,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Sylvietta_whytii,0,2,0.0,Sylviidae,Old World warblers
Basileuterus_tristriatus,1,5,0.2,Parulidae,New World warblers
Dicaeum_celebicum,0,1,0.0,Dicaeidae,Flowerpeckers
Emberiza_fucata,0,19,0.0,Emberizidae,"Buntings, American sparrows and allies"
Pauxi_pauxi,0,1,0.0,Cracidae,Guans and curassows
Sporophila_telasco,2,2,1.0,Emberizidae,"Buntings, American sparrows and allies"
Anhinga_anhinga,9,15,0.6,Anhingidae,Anhingas
Atlapetes_schistaceus,0,3,0.0,Emberizidae,"Buntings, American sparrows and allies"
Bucanetes_githagineus,0,6,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Empidonax_difficilis,5,5,1.0,Tyrannidae,Tyrant-flycatchers
Andropadus_curvirostris,0,2,0.0,Pycnonotidae,Bulbuls
Ixobrychus_involucris,1,5,0.2,Ardeidae,Herons and egrets
Mycerobas_carnipes,0,2,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Tersina_viridis,6,12,0.5,Thraupidae,Tanagers
Trogon_rufus,0,5,0.0,Trogonidae,Trogons
Turdus_olivater,0,1,0.0,Turdidae,Thrushes
Butastur_rufipennis,0,5,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Harpyhaliaetus_coronatus,0,4,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Erythrura_prasina,0,2,0.0,Estrildidae,"Waxbills, grass finches, munias and allies"
Eupodotis_senegalensis,0,4,0.0,Otididae,Bustards
Hirundo_neoxena,2,2,1.0,Hirundinidae,Swallows and martins
Myiodynastes_luteiventris,1,4,0.25,Tyrannidae,Tyrant-flycatchers
Myrmotherula_menetriesii,0,1,0.0,Thamnophilidae,Antbirds
Patagioenas_squamosa,0,2,0.0,Columbidae,Doves and pigeons
Piranga_olivacea,11,16,0.688,Cardinalidae,"Grosbeaks, saltators and allies"
Scissirostrum_dubium,0,1,0.0,Sturnidae,Starlings
Sirystes_sibilator,1,5,0.2,Tyrannidae,Tyrant-flycatchers
Malacocincla_sepiaria,1,3,0.333,Timaliidae,Babblers and parrotbills
Vanellus_spinosus,7,12,0.583,Charadriidae,Plovers
Accipiter_cooperii,23,24,0.958,Accipitridae,"Osprey, kites, hawks and eagles"
Xanthomyza_phrygia,0,1,0.0,Meliphagidae,Honeyeaters
Jacamaralcyon_tridactyla,1,1,1.0,Galbulidae,Jacamars
Malacocincla_malaccensis,1,2,0.5,Timaliidae,Babblers and parrotbills
Carduelis_cucullata,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Colonia_colonus,0,5,0.0,Tyrannidae,Tyrant-flycatchers
Cygnus_atratus,2,7,0.286,Anatidae,"Ducks, geese and swans"
Phoenicircus_carnifex,0,1,0.0,Cotingidae,Cotingas
Ramphocelus_bresilius,2,4,0.5,Thraupidae,Tanagers
Remiz_consobrinus,1,5,0.2,Remizidae,Penduline-tits
Myiornis_auricularis,1,4,0.25,Tyrannidae,Tyrant-flycatchers
Rostratula_semicollaris,0,4,0.0,Rostratulidae,Painted-snipes
Ptilostomus_afer,1,3,0.333,Corvidae,Crows and jays
Riparia_cincta,0,8,0.0,Hirundinidae,Swallows and martins
Euphonia_saturata,1,1,1.0,Thraupidae,Tanagers
Inezia_tenuirostris,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Myiotheretes_fumigatus,0,4,0.0,Tyrannidae,Tyrant-flycatchers
Passer_luteus,0,1,0.0,Passeridae,"Sparrows, snowfinches and allies"
Prodotiscus_insignis,0,2,0.0,Indicatoridae,Honeyguides
Leucopternis_occidentalis,0,1,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Leucopternis_polionotus,0,5,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Vanellus_leucurus,2,15,0.133,Charadriidae,Plovers
Alectoris_graeca,0,3,0.0,Phasianidae,"Grouse, pheasants and partridges"
Amazilia_lactea,2,5,0.4,Trochilidae,Hummingbirds
Columba_rupestris,0,5,0.0,Columbidae,Doves and pigeons
Coturnicops_noveboracensis,1,4,0.25,Rallidae,"Rails, crakes and allies"
Emberiza_hortulana,1,16,0.063,Emberizidae,"Buntings, American sparrows and allies"
Myiopagis_gaimardii,0,4,0.0,Tyrannidae,Tyrant-flycatchers
Plectrophenax_nivalis,3,16,0.188,Emberizidae,"Buntings, American sparrows and allies"
Surniculus_velutinus,0,1,0.0,Cuculidae,Cuckoos
Dendrocopos_medius,3,6,0.5,Picidae,Woodpeckers
Pionus_menstruus,2,6,0.333,Psittacidae,Parrots
Prinia_flaviventris,14,17,0.824,Cisticolidae,Cisticolas and allies
Rhynchocyclus_brevirostris,0,1,0.0,Tyrannidae,Tyrant-flycatchers
Spizaetus_tyrannus,2,5,0.4,Accipitridae,"Osprey, kites, hawks and eagles"
Spizocorys_conirostris,0,1,0.0,Alaudidae,Larks
Artamus_cyanopterus,2,2,1.0,Artamidae,Woodswallows
Campylopterus_falcatus,0,2,0.0,Trochilidae,Hummingbirds
Haliaeetus_pelagicus,0,1,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Lessonia_rufa,1,2,0.5,Tyrannidae,Tyrant-flycatchers
Leucopternis_melanops,0,1,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Lamprotornis_corruscus,1,2,0.5,Sturnidae,Starlings
Leptopogon_superciliaris,1,4,0.25,Tyrannidae,Tyrant-flycatchers
Myrmeciza_squamosa,0,3,0.0,Thamnophilidae,Antbirds
Phylloscartes_ophthalmicus,0,2,0.0,Tyrannidae,Tyrant-flycatchers
Ploceus_tricolor,0,2,0.0,Ploceidae,Weavers and allies
Dendroica_pinus,8,10,0.8,Parulidae,New World warblers
Alisterus_scapularis,2,2,1.0,Psittacidae,Parrots
Chalybura_buffonii,0,3,0.0,Trochilidae,Hummingbirds
Harpactes_oreskios,0,3,0.0,Trogonidae,Trogons
Merops_bulocki,0,1,0.0,Meropidae,Bee-eaters
Oenanthe_deserti,1,19,0.053,Muscicapidae,Chats and Old World flycatchers
Sicalis_raimondii,0,1,0.0,Emberizidae,"Buntings, American sparrows and allies"
Sylvietta_rufescens,2,4,0.5,Sylviidae,Old World warblers
Aphriza_virgata,5,8,0.625,Scolopacidae,Sandpipers and allies
Contopus_fumigatus,1,4,0.25,Tyrannidae,Tyrant-flycatchers
Vanellus_duvaucelii,2,11,0.182,Charadriidae,Plovers
Anastomus_oscitans,15,28,0.536,Ciconiidae,Storks
Campethera_punctuligera,0,3,0.0,Picidae,Woodpeckers
Cyornis_omissus,0,1,0.0,Muscicapidae,Chats and Old World flycatchers
Francolinus_castaneicollis,0,1,0.0,Phasianidae,"Grouse, pheasants and partridges"
Tigrisoma_mexicanum,1,1,1.0,Ardeidae,Herons and egrets
Agapornis_roseicollis,1,2,0.5,Psittacidae,Parrots
Myrmochanes_hemileucus,0,1,0.0,Thamnophilidae,Antbirds
Pionopsitta_pileata,2,3,0.667,Psittacidae,Parrots
Tockus_leucomelas,0,2,0.0,Bucerotidae,Hornbills
Anabazenops_fuscus,0,3,0.0,Furnariidae,Ovenbirds
Cyornis_banyumas,2,4,0.5,Muscicapidae,Chats and Old World flycatchers
Foudia_madagascariensis,1,1,1.0,Ploceidae,Weavers and allies
Pipra_filicauda,0,2,0.0,Pipridae,Manakins
Sarothrura_elegans,1,4,0.25,Rallidae,"Rails, crakes and allies"
Serinus_thibetanus,0,1,0.0,Fringillidae,Finches and Hawaiian honeycreepers
Hirundo_senegalensis,1,6,0.167,Hirundinidae,Swallows and martins
Chlorophonia_pyrrhophrys,0,2,0.0,Thraupidae,Tanagers
Tauraco_leucolophus,0,1,0.0,Musophagidae,Turacos
Campylopterus_rufus,1,1,1.0,Trochilidae,Hummingbirds
Elanus_axillaris,2,2,1.0,Accipitridae,"Osprey, kites, hawks and eagles"
Merulaxis_ater,0,3,0.0,Rhinocryptidae,Tapaculos
Ninox_boobook,2,2,1.0,Strigidae,Owls
Sterna_paradisaea,0,5,0.0,Laridae,Gulls and terns
Yuhina_occipitalis,0,2,0.0,Timaliidae,Babblers and parrotbills
Anthoscopus_parvulus,0,2,0.0,Remizidae,Penduline-tits
Chrysococcyx_basalis,3,6,0.5,Cuculidae,Cuckoos
Lipaugus_vociferans,0,2,0.0,Cotingidae,Cotingas
Pachyramphus_castaneus,2,6,0.333,Cotingidae,Cotingas
Picumnus_exilis,2,3,0.667,Picidae,Woodpeckers
Arachnothera_robusta,0,3,0.0,Nectariniidae,Sunbirds
Brotogeris_versicolurus,5,9,0.556,Psittacidae,Parrots
Charadrius_peronii,1,4,0.25,Charadriidae,Plovers
Columba_unicincta,0,2,0.0,Columbidae,Doves and pigeons
Diglossa_albilatera,1,4,0.25,Thraupidae,Tanagers
Veniliornis_nigriceps,0,1,0.0,Picidae,Woodpeckers
Emberiza_buchanani,1,11,0.091,Emberizidae,"Buntings, American sparrows and allies"
Pitta_angolensis,0,3,0.0,Pittidae,Pittas
Geotrygon_frenata,0,2,0.0,Columbidae,Doves and pigeons
Nectarinia_lotenia,2,3,0.667,Nectariniidae,Sunbirds
Coracina_lineata,0,1,0.0,Campephagidae,Cuckoo-shrikes
Philentoma_velata,0,3,0.0,Muscicapidae,Chats and Old World flycatchers
Rynchops_albicollis,0,17,0.0,Laridae,Gulls and terns
Treron_fulvicollis,0,2,0.0,Columbidae,Doves and pigeons
Alcedo_meninting,3,9,0.333,Alcedinidae,Kingfishers
Chloroceryle_amazona,7,12,0.583,Alcedinidae,Kingfishers
Corvus_crassirostris,0,1,0.0,Corvidae,Crows and jays
Irediparra_gallinacea,0,1,0.0,Jacanidae,Jacanas
Ognorhynchus_icterotis,0,4,0.0,Psittacidae,Parrots
Phalacrocorax_varius,2,2,1.0,Phalacrocoracidae,Cormorants
Phylloscopus_pulcher,1,3,0.333,Sylviidae,Old World warblers
Aratinga_wagleri,2,5,0.4,Psittacidae,Parrots
Sylvia_undata,1,4,0.25,Sylviidae,Old World warblers
Turnix_worcesteri,0,1,0.0,Turnicidae,Buttonquails
Anthoscopus_punctifrons,0,1,0.0,Remizidae,Penduline-tits
Indicator_minor,3,10,0.3,Indicatoridae,Honeyguides
Lipaugus_fuscocinereus,0,1,0.0,Cotingidae,Cotingas
Mellisuga_minima,2,2,1.0,Trochilidae,Hummingbirds
Muscicapa_adusta,5,6,0.833,Muscicapidae,Chats and Old World flycatchers
Patagioenas_inornata,0,2,0.0,Columbidae,Doves and pigeons
Pelargopsis_amauroptera,0,2,0.0,Alcedinidae,Kingfishers
Polioptila_melanura,2,3,0.667,Polioptilidae,Gnatcatchers
Tyrannus_dominicensis,4,5,0.8,Tyrannidae,Tyrant-flycatchers
Carpococcyx_renauldi,0,1,0.0,Cuculidae,Cuckoos
Ciconia_abdimii,0,7,0.0,Ciconiidae,Storks
Cisticola_guinea,0,1,0.0,Cisticolidae,Cisticolas and allies
Phylloscopus_orientalis,0,6,0.0,Sylviidae,Old World warblers
Tinamus_solitarius,1,5,0.2,Tinamidae,Tinamous
Basilornis_celebensis,0,1,0.0,Sturnidae,Starlings
Bucorvus_cafer,0,3,0.0,Bucorvidae,Ground-hornbills
Geranoaetus_melanoleucus,2,8,0.25,Accipitridae,"Osprey, kites, hawks and eagles"
Malacopteron_cinereum,0,4,0.0,Timaliidae,Babblers and parrotbills
Melierax_gabar,0,9,0.0,Accipitridae,"Osprey, kites, hawks and eagles"
Nyctibius_aethereus,0,5,0.0,Nyctibiidae,Potoos
Turdoides_plebejus,3,4,0.75,Timaliidae,Babblers and parrotbills
Eriocnemis_vestita,1,1,1.0,Trochilidae,Hummingbirds
Picumnus_cinnamomeus,0,1,0.0,Picidae,Woodpeckers
Pteroglossus_aracari,0,4,0.0,Ramphastidae,Toucans and barbets
Aceros_corrugatus,0,2,0.0,Bucerotidae,Hornbills
Bucco_capensis,0,1,0.0,Bucconidae,Puffbirds
Thripias_namaquus,0,5,0.0,Picidae,Woodpeckers
Oriolus_sagittatus,2,2,1.0,Oriolidae,Orioles and figbirds
Polytmus_guainumbi,0,5,0.0,Trochilidae,Hummingbirds
Anabacerthia_variegaticeps,0,2,0.0,Furnariidae,Ovenbirds
Cistothorus_apolinari,0,1,0.0,Troglodytidae,Wrens
Laterallus_jamaicensis,0,9,0.0,Rallidae,"Rails, crakes and allies"
Progne_elegans,0,2,0.0,Hirundinidae,Swallows and martins
Megalaima_incognita,0,2,0.0,Ramphastidae,Toucans and barbets
Caprimulgus_fraenatus,0,2,0.0,Caprimulgidae,Nightjars
Charadrius_pallidus,0,3,0.0,Charadriidae,Plovers
Coracina_leucopygia,0,1,0.0,Campephagidae,Cuckoo-shrikes
Lanius_mackinnoni,0,1,0.0,Laniidae,Shrikes
Phacellodomus_ferrugineigula,0,3,0.0,Furnariidae,Ovenbirds
Ploceus_badius,0,1,0.0,Ploceidae,Weavers and allies
Psittacula_columboides,0,3,0.0,Psittacidae,Parrots
Sylvietta_brachyura,1,5,0.2,Sylviidae,Old World warblers
Hylocharis_chrysura,1,1,1.0,Trochilidae,Hummingbirds
Nothocercus_bonapartei,0,4,0.0,Tinamidae,Tinamous
Phyllomyias_fasciatus,3,7,0.429,Tyrannidae,Tyrant-flycatchers
Cissa_hypoleuca,0,3,0.0,Corvidae,Crows and jays
Empidonax_occidentalis,2,6,0.333,Tyrannidae,Tyrant-flycatchers
Fulica_rufifrons,1,1,1.0,Rallidae,"Rails, crakes and allies"
Garrulax_pectoralis,0,4,0.0,Timaliidae,Babblers and parrotbills
Xenops_milleri,0,1,0.0,Furnariidae,Ovenbirds
Conirostrum_albifrons,0,3,0.0,Thraupidae,Tanagers
Dendrocincla_turdina,1,5,0.2,Dendrocolaptidae,Woodcreepers
Tauraco_schuetti,0,1,0.0,Musophagidae,Turacos
Tigriornis_leucolopha,1,4,0.25,Ardeidae,Herons and egrets
Alcippe_poioicephala,0,8,0.0,Timaliidae,Babblers and parrotbills
Amadina_fasciata,0,3,0.0,Estrildidae,"Waxbills, grass finches, munias and allies"
Serinus_citrinelloides,2,2,1.0,Fringillidae,Finches and Hawaiian honeycreepers
Euplectes_macroura,0,3,0.0,Ploceidae,Weavers and allies
Falco_eleonorae,0,4,0.0,Falconidae,Falcons and caracaras
Hylophilus_semicinereus,1,1,1.0,Vireonidae,Vireos and allies
Myrmeciza_longipes,1,2,0.5,Thamnophilidae,Antbirds
Sayornis_phoebe,13,14,0.929,Tyrannidae,Tyrant-flycatchers
Tauraco_porphyreolophus,1,2,0.5,Musophagidae,Turacos
Vanellus_albiceps,0,2,0.0,Charadriidae,Plovers
Agelasticus_cyanopus,2,4,0.5,Icteridae,New World blackbirds
Anser_brachyrhynchus,0,1,0.0,Anatidae,"Ducks, geese and swans"
Arborophila_rufogularis,0,1,0.0,Phasianidae,"Grouse, pheasants and partridges"
Colaptes_pitius,0,1,0.0,Picidae,Woodpeckers
Columba_arquatrix,2,5,0.4,Columbidae,Doves and pigeons
Hemicircus_concretus,0,3,0.0,Picidae,Woodpeckers
Locustella_luscinioides,2,10,0.2,Sylviidae,Old World warblers
Odontophorus_strophium,0,1,0.0,Odontophoridae,New World quails
Pipile_jacutinga,0,4,0.0,Cracidae,Guans and curassows
Saltator_grossus,0,1,0.0,Cardinalidae,"Grosbeaks, saltators and allies"
Vanellus_lugubris,0,4,0.0,Charadriidae,Plovers
Arremon_virenticeps,0,3,0.0,Emberizidae,"Buntings, American sparrows and allies"
Chelidoptera_tenebrosa,0,5,0.0,Bucconidae,Puffbirds
Hydropsalis_climacocerca,0,1,0.0,Caprimulgidae,Nightjars
Lampornis_amethystinus,0,1,0.0,Trochilidae,Hummingbirds
Rollulus_rouloul,0,2,0.0,Phasianidae,"Grouse, pheasants and partridges"
