name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size,city_ndvi,city_ssm,city_susm,region_20km_ndvi,region_20km_ssm,region_20km_susm,region_50km_ndvi,region_50km_ssm,region_50km_susm,region_100km_ndvi,region_100km_ssm,region_100km_susm,city_percentage_protected,region_20km_percentage_protected,region_50km_percentage_protected,region_100km_percentage_protected,city_centre_latitude
Medellín,3419465,23048.0919034592,,2.4,26.09,23.69,52.85,0.0553887766718567,0.000668159067475345,0.129748306625978,0.00115468754507223,0.0866647927801253,0.0,0.00504641223401936,0.721328865075473,2245.60497922635,229,1603.19140376528,2896,1802.07246244962,1753,2062.01657717224,1524,0.00310558349424752,0.00306121966083413,0.00753543459434305,0.00863464269989989,0.0193785574509723,0.0100767986686025,23.3,925.446287419771,2457.47534179688,2457.47534179688,3.40468423926092,6.31325160311239,12.4138361644494,false,false,false,false,380,520,730,990,1260,1540,1730,1950,2140,2370,2720,3130,3300,3520,3790,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,20.624792520877,14.5555547115784,27.0103992501432,1700.98691615981,53.0175429090642,217.376416847742,530,390,607,313,4420.49460064911,24.1500646661535,121.706549115103,6592.42515424996,24.0015927045648,120.952212396935,6740.57221131808,23.5501166479658,116.863276169597,6605.01095837131,23.257236204403,119.213265256661,0.0335409501662374,0.182972486915904,0.151352136478103,0.139352635979726,6.24
Melbourne,3468022,160640.303238025,,8.5,20.36,11.87,84.43,0.0172317705427363,0.00156294800734986,0.0727504831371239,0.00119144948455984,0.0677448647268439,0.00631454864652896,0.00130595411794329,0.797147487783376,137.742670017262,315,254.666768690989,1723,223.991779636896,1132,163.304869516312,599,0.0212994995551342,0.0383278811917381,0.0429555951017407,0.0343064722876735,0.0935371847786574,0.0317992054878714,7.3,139.985641673826,1863.66748046875,1863.66748046875,2.61401370884098,5.1100348489297,11.7922404501224,true,true,true,true,1330,1570,1850,2070,2330,2560,2760,2940,3120,3260,3430,3640,3730,3850,4010,Temperate Broadleaf & Mixed Forests,Australasia,1,7.773,0.779,0.229,14.5354189654032,5.44655248135955,26.0655410599053,742.300048300385,45.2934774955726,77.3405011916616,256,300,316,240,4215.01496898569,15.2646079413387,84.3487956799887,5822.24276580502,14.8583666437839,74.172258638762,6330.07457472511,15.5992770099804,76.6394941918977,6361.87850919788,14.6326549514757,76.7495563635357,0.00534547073123567,0.0591733853772449,0.117956562029423,0.0849606661727385,-37.85
Mexico City,19515400,209530.670154236,0.026583467,3.71,16.4,12.7,46.26,0.0181745294513948,0.114911362848653,0.0111468328930657,0.000901436685677388,0.086601605775198,0.00184944101479146,0.0481635273683352,0.716938222434524,2319.61629925515,1089,2233.67082454216,3415,2488.85054423345,2956,2681.15242744604,2276,0.0520982733472512,0.295226120788512,0.0797719962815686,0.365268537293491,0.0661655014251883,0.272480235962989,23,581.11439492245,5565.10009765625,5565.10009765625,19.3992440754617,29.0960838154834,27.3849791658397,false,false,false,false,2880,3800,5010,6650,8770,10690,13010,14110,15310,16810,18020,18740,19030,19480,20190,Deserts & Xeric Shrublands,Nearctic,2,7.6,0.832,0.231,15.4333470398169,2.15281774156996,26.8985753011057,714.760880242565,6.08170578012585,147.97265668349,347,300,384,263,2841.94134537494,11.9012086885035,64.1714570953629,5160.03716908683,13.0947811365326,66.1960485959548,4973.1905086861,13.1467578604909,69.428421130052,5095.87335353529,12.8324829644379,69.5370365164953,0.112635876031241,0.382982419207374,0.272390021694278,0.230600185110947,19.42
Miami,5406809,303718.442867412,0.061952993,,,,,0.00655396795241434,0.0057794958204785,0.121760108400991,0.0421145924724155,0.0265335478342497,0.0224710837159792,0.0335737150049418,0.680535635455126,0.0,7,0.0,25,0.0,10,0.0,7,0.0106569430003952,0.04028288689228,0.01877554544986,0.057582062032401,0.0258693402492629,0.031742044453249,6.1,115.222823821196,3208.82543945313,3208.82543945313,2.49635465034911,3.80450917675023,5.38405990716238,true,true,true,true,620,920,1360,1710,2140,2590,3120,3520,3970,4430,4950,5440,5580,5760,5970,Flooded Grasslands & Savannas,Neotropic,3,8.09,0.834,0.259,23.8159714629088,13.9555406472644,32.2364337357854,1469.80139666909,53.8813496098407,220.839742161554,333,268,363,238,4081.10047857351,20.4125005911901,98.6144230703742,5001.41401744581,20.5565873941086,101.515952899375,5075.5229827558,19.6141344420061,94.7132595628306,5355.43352010225,19.4466715029565,77.9173015644859,0.0195551470877328,0.0928996969328011,0.134526708874499,0.131214225853204,25.83
Milan,3028675,76229.1234191393,0.099129487,,,,,0.0420809145177722,0.179510329428009,0.0070397851392171,0.000785809549360855,0.0720920974632429,0.00268885629969196,0.00700003396094963,0.688802173641756,159.141596402849,227,740.621071647372,3642,359.948583388335,2137,239.359308836285,1230,0.0820309916837981,0.304968719664672,0.147846881777416,0.427253580495611,0.252399503265549,0.430968688811039,21.8,247.956737330852,4524.5791015625,4524.5791015625,13.1166838417432,25.7455484572412,47.6699646420661,false,false,false,false,1880,2100,2400,2700,3020,3130,3170,3130,3060,3020,2980,2950,2940,2940,2940,Temperate Broadleaf & Mixed Forests,Palearctic,2,,,,12.6811192964165,-1.16687810521157,28.6338196383921,1049.28306610189,58.6106875031045,118.613216893314,188,192,234,146,4303.0941673787,19.8409966156147,84.3256695053132,5507.68861682312,19.3101360188875,84.9613063138769,5478.26570558148,18.3790620375343,76.2217740889052,5128.27220589801,19.2292686587589,71.927051802104,0.0348597146471829,0.131267789476083,0.164681449125881,0.20315308266201,45.47
Minsk,2007511,26640.5846066253,,11.46,30.46,19.0,83.28,0.0827218837238816,0.0814154821265122,0.0218084034100392,0.00780494742155673,0.0808486147276771,0.0119672629868898,0.0,0.713433405603443,214.800763147395,44,182.704173038065,174,204.960519610849,147,218.158232820873,112,0.0248245263534268,0.418473703314345,0.0433875770504675,0.457212486072277,0.0927102256854947,0.542724621899882,14.5,468.841802656741,924.085266113281,924.085266113281,2.13477993392012,2.96797669021359,3.83525228689459,false,false,false,false,280,410,550,720,930,1120,1320,1470,1610,1650,1700,1780,1800,1850,1880,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.555,0.612,0.167,5.97631243335225,-9.83120418297969,22.6031942275931,662.351804686474,32.5876272328919,86.9129444695143,195,200,238,157,3247.16550637262,17.3245392000606,38.2610854219187,4421.65382235064,17.8217667781774,42.7584233594129,4819.46154202997,17.6948286598038,44.370370442272,5019.34053297188,17.592156913154,43.2105462225212,0.00454194237051045,0.0404301472271131,0.045708300865111,0.137360244390647,53.89
Monterrey,4230911,66950.5940776374,0.037568977,4.37,20.06,15.69,72.59,0.0101912473244263,0.00723968855854871,0.000886350136724526,0.000156431475872853,0.0308457533931087,4.83955430361874e-05,0.169148258844606,0.780939424864519,579.930456404068,1050,978.818887234013,3025,1049.93366128162,2920,839.266906975721,2150,0.0122123413484587,0.0294153144349059,0.0227232400280368,0.0276194241555245,0.0583599144859074,0.0208742291400742,20.8,393.631241655136,4228.3544921875,4228.3544921875,3.64531153447385,6.52138930671393,19.6288997082038,false,false,false,false,360,500,700,940,1270,1590,1990,2270,2590,2960,3270,3580,3710,3900,4140,Deserts & Xeric Shrublands,Nearctic,2,,,,21.8895912983605,7.75255696495832,34.5914962169932,588.75089787659,15.6024596191848,138.82461615022,357,277,393,241,2583.51217677052,10.6765329899152,55.5303866585089,5180.13315482117,10.1081327499647,51.1985136119365,5016.99002957735,8.90166411793708,44.0634348402568,4475.24485484714,7.14537564323378,34.9165726437713,0.051415437981854,0.410849902588336,0.300179201498294,0.143199267379963,25.67
Montreal,3107400,108657.819132124,,8.64,22.49,13.84,89.17,0.0567915595271728,0.0263902429439193,0.0423271535647897,0.000166721645640007,0.103403468220186,0.104698366173816,0.00146032964907064,0.664554882715961,28.3038117509613,55,185.908231684041,704,91.2729509302594,460,45.967406648687,246,0.0227234296566095,0.280738318324693,0.0463699651475379,0.455484773973653,0.0991699924411367,0.487779691784028,7.5,197.425211982291,3173.37939453125,3173.37939453125,3.54026722320108,7.13216755692019,16.6290438130924,false,false,false,false,1340,1650,2030,2370,2680,2790,2820,2900,3150,3300,3470,3600,3680,3780,3910,Temperate Broadleaf & Mixed Forests,Nearctic,1,,,,6.23844283259716,-14.8799510332965,26.6638242586734,961.490463159375,62.6008746000094,97.6303653848879,286,211,294,203,2822.77360737883,20.7191137311651,73.1146953862616,3676.16026571549,20.40075924922,64.2619311718314,4116.46421150939,20.6221498992891,63.9003652525919,4636.26582829019,20.5684181207322,44.6186191460595,0.0859422914556129,0.101737469835774,0.0517353184619749,0.101126927777034,45.54
Moscow,14086870,188876.864898504,,8.34,24.56,16.22,83.31,0.163628379622368,0.0662055143629553,0.0192885554223226,0.0126551861761447,0.0898347086794106,0.0137631832651725,0.0,0.634587643834781,154.656854717741,31,163.126378563947,122,162.859958268866,76,156.264862013443,31,0.0801160615286756,0.201452817367489,0.134781769429963,0.199272115352801,0.2022660652098,0.18881912924865,14.1,465.359088778085,2564.66162109375,2564.66162109375,7.53010831872337,13.5879771480763,24.7223162920417,false,false,false,false,5360,5750,6170,6620,7110,7620,8140,8580,8990,9200,10020,10420,10450,10500,10520,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.931,0.702,0.159,4.8556046755579,-12.3708814089048,23.2244729877922,671.418170078881,32.278621416082,89.0511495328314,190,201,233,158,3233.90852511508,18.2299882026903,41.4824651489077,4416.49111134376,18.0328084831989,37.6295062768985,4604.41588203335,18.1672693582161,37.8030512292055,4669.82412082726,18.3087011211808,40.4540438596499,0.136922487621634,0.0509475370296929,0.0689590742286469,0.117008453005664,55.74
Mumbai,21748204,107557.442662281,,1.77,13.04,11.26,35.35,0.0286485585709737,0.210412769816995,0.0372010625711369,0.00787764897563481,0.0693282921125056,0.020435544022836,0.00627414174273979,0.525406637250958,72.6520971876117,244,230.866334288447,914,175.469036842953,853,107.677611298475,610,0.021278756621891,0.285355052884664,0.0186426525564661,0.281308996293422,0.0366844905587757,0.310107703606438,56.2,1352.98941389597,11485.9921875,11485.9921875,36.9744873799838,26.9233684062509,49.2656699351996,false,false,false,false,2860,3430,4060,4850,5810,7080,8660,10340,12310,14110,16090,18200,18980,20070,21950,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.8713475649124,17.9415325056269,33.6913513514142,2763.06814311202,0.0,1038.45278497541,377,364,435,306,3304.26332834779,16.4287280543764,89.256506532117,4264.20985660568,14.5859293303503,92.3147107473282,4417.04258178904,13.8904095509598,91.8537436324901,4350.18348237012,12.2327111931182,85.6894663469228,0.0,0.0,0.0,0.0,19.07
Nagoya,7665970,265106.020396248,,,,,,0.0173419158998072,0.054472102010155,0.00666249640046723,0.00284479229245551,0.0429003291403416,0.0139785835388558,0.000251775995785172,0.806666929632706,60.6151837489858,378,286.251099919428,2390,314.537301348884,1415,182.014548570687,860,0.0963406378501066,0.0268519053435859,0.105617994648741,0.0380063934704686,0.166297655482297,0.0449075869005516,13.1,180.309471702453,495.439056396484,495.439056396484,28.5998222823529,14.4582538210915,20.9576460852788,true,true,true,true,990,1230,1560,1760,2000,2290,2590,2710,2950,3060,3120,3200,3230,3270,3290,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,15.5456098311005,0.203528755951005,31.9044808665429,1717.12293124632,58.1222091580705,239.591026552495,151,213,240,124,3221.72484533562,22.0319724840493,86.574745639287,6329.99173359133,22.9435262750952,76.1255067986978,6566.9769683955,22.9717556906522,72.5753375348746,6401.825810217,22.9546519788176,70.6457200454709,0.0745597966837872,0.257779838976418,0.352859003008865,0.276723051573882,35.15
Nagpur,2905694,26341.0577684644,,,,,,0.00371969983473312,0.304119216450766,0.0100267416817116,0.00263618172663378,0.0166452982149084,0.00337510851654794,0.00273050180997656,0.656549567206484,320.016660109351,46,352.052085799755,579,318.673368709966,259,299.407373986629,107,0.0165298124785468,0.743888522267087,0.0202671484980289,0.758299972157502,0.0387330931934181,0.866670756825473,56.2,688.850944166817,5256.89013671875,5256.89013671875,13.1647415892855,13.5133307659381,20.2471860742609,false,false,false,false,470,560,670,780,910,1080,1270,1450,1640,1850,2090,2350,2450,2610,2900,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,26.8843823681642,12.4562906882067,42.5497308267979,1089.30219533,7.3365122449619,314.92486146292,276,302,346,232,3415.35973125057,10.8702731684589,88.6146085405414,4423.94153022134,10.9476963291632,85.7585890033967,4635.54789956806,10.8315325577347,81.7649045317497,4660.0312498888,10.8686492519845,83.5318104410833,0.0,0.0,0.0,0.0,21.15
Nairobi,3987711,33725.1160269307,,,,,,0.0231087528087399,0.120540790203175,0.043952887501161,0.00035090042603208,0.0495577854495531,6.52864969782092e-05,0.0200300828118047,0.742393514302556,1620.61449664784,275,1563.05541013037,2407,1638.34058242362,1433,1663.8661945157,641,0.0166716636933948,0.449631972030958,0.0391551566170322,0.401628045847003,0.10142590126176,0.422215513816747,14.9,736.421062877857,17230.54296875,17230.54296875,11.6817368401659,18.4067828268303,34.7039198046372,false,false,false,false,140,200,290,400,530,680,860,1090,1380,1760,2230,2790,3010,3360,4050,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,2,7.681,0.763,0.214,18.5485647527059,10.6738447337036,27.2594390834808,890.96906300006,14.3885952185912,194.962938740119,481,583,631,433,3934.88100708268,11.9976574177822,106.700012275348,4886.93908807018,12.1998464691427,95.82809941139,4814.14951650315,12.0670476081182,90.3577527458238,4902.83085463653,12.2531176707148,83.2724144835019,0.0649989769483735,0.063468542630794,0.0742093244884897,0.0958300799025942,-1.26
Nanjing,5386927,63357.3574796636,,,,,,0.0395828910821243,0.113375235030478,0.0255198909479005,0.022233871038282,0.0811095192410967,0.0372136160254122,0.00238818982918939,0.678576786805517,94.0370842369796,183,79.267447234247,457,78.8160936430901,183,82.6026077384961,183,0.145724817296532,0.57984967914468,0.170888309286863,0.589086317360982,0.238308210600439,0.479523829549667,49.9,529.737111213806,11416.494140625,11416.494140625,35.9678345886278,40.0842375044777,42.9683521161026,false,true,false,false,970,1180,1430,1690,1810,1940,2080,2300,2610,3010,3480,3620,3680,3810,4150,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,15.5962599099723,-1.60456800735238,32.0294515553752,1020.37929552584,31.6309315618755,182.818560317605,214,244,311,147,3068.0599442235,17.9318619968647,88.0816947015692,4283.43011077185,18.2184330351254,90.6734135871902,4315.04530308456,18.2539430385323,91.7135503356708,4297.50003012406,18.019265285734,87.7038565932684,0.0,0.0,0.0,0.0,32.04
Naples,3167628,89797.7410050627,0.027306552,,,,,0.0404982322902314,0.0652348551476802,0.00447723947201663,0.00127650206486165,0.0682937451473583,0.00791090866372664,0.0887283444712955,0.664968161088416,34.1379433345144,262,0.0,1677,0.0,1251,25.3728779515222,997,0.0350189366106561,0.154081000532535,0.0581256439171916,0.111384200230234,0.100543819162414,0.103971853045173,14.7,233.331422233574,6716.8193359375,6716.8193359375,9.30476702589984,17.2168805265422,32.3965815087987,false,false,false,false,1500,1620,1760,1880,2000,2100,2190,2210,2210,2220,2230,2250,2250,2250,2250,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,,,,15.7024881857216,4.87829882909903,29.0116851836763,886.791620735224,22.1550788917345,137.197946042497,165,174,223,116,4191.22596481232,20.2741997247295,70.1605349646429,5948.66924627981,19.1779025759362,73.1991290226531,6057.75029873392,18.022167422391,77.6425509332155,5910.49247191785,17.2784815727603,82.3420895434819,0.101419076021693,0.238242525882315,0.19827958478636,0.224692386606154,40.83
New Taipei [Taipei],8871667,101173.397817723,,1.63,18.32,16.7,35.07,0.199742846651989,0.0827253998645625,0.00301497689558481,0.00510523721252885,0.111517204753271,0.0161132173517525,0.000658987217293308,0.572500314453822,368.639628962965,1067,59.042101081505,3048,270.310076243627,3048,267.194630509743,1981,0.0178010703769633,0.0178390078158743,0.0344791106518155,0.0206254760863222,0.073062330795787,0.0466907763867383,23.5,551.079262691266,3862.8310546875,3862.8310546875,26.8592743559258,22.9785823804695,30.7848633025996,false,true,true,true,600,760,960,1230,1740,2020,2220,2450,2710,2680,2640,2610,2600,2650,2860,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,6.515,0.845,0.11,21.4603207448385,11.890152547471,31.2401967836129,2358.74415743115,107.841740777841,294.746658683282,410,280,445,245,4584.38899771849,21.4209955587738,120.163076614487,6566.75229206685,22.7154113030792,129.481806990755,6781.97507628837,23.1490995079464,132.488589030712,6868.40540134924,22.4817118465195,125.677395030015,0.00261391659501117,0.0439352636917587,0.0789842425928537,0.063831633739596,25.03
New York,16020422,547771.043637378,0.104636382,,,,,0.123839682054085,0.0103649482511423,0.0228928625446779,0.0147955279585825,0.152301267049346,0.0269658658273207,0.000228777145073908,0.57886685520798,25.1437391445843,171,89.8411357336383,788,65.395676927619,367,55.185865911859,367,0.0624392211227456,0.0396176915420281,0.0707638586253615,0.0399711760964275,0.075902266812827,0.0237528199419393,7.1,188.467576787985,7472.92529296875,7472.92529296875,18.0414412296949,18.8249058128783,19.2306285827698,true,true,true,true,12340,13220,14160,15180,16190,15880,15600,15830,16090,16940,17850,18730,19040,19440,19970,Temperate Broadleaf & Mixed Forests,Nearctic,2,7.964,0.818,0.258,11.2980696049074,-5.48247839325593,28.8876655526189,1170.17787318047,79.8898763128055,112.276224427229,340,272,347,265,4366.82622518523,21.4573554244105,61.5567053520733,5716.06422652383,21.3666126790977,61.5717994752737,5771.5866191627,20.6328386315227,61.5689469263878,5890.48881643891,20.0699522891488,57.1776441803242,0.0357843797814908,0.0766583685418106,0.0655320652598033,0.0812721727319123,40.7
Osaka [Kyoto],15696039,317388.440668262,,4.74,27.7,22.96,72.21,0.0839912087192686,0.0472736377417716,0.00682258157135489,0.00243025781477476,0.0672201748364651,0.00836577145081723,0.000220679502704965,0.686773720419503,100.826109137019,490,161.242078895534,1220,269.591777272842,1220,201.778439987935,940,0.0913430626046266,0.0257346204027429,0.0753695058410668,0.034028889425337,0.0989974152257644,0.0409676717059328,14,309.084206187529,822.723327636719,822.723327636719,17.1475927206013,12.8730315608587,22.2048103655136,true,true,true,true,4150,5120,6230,7650,9410,9840,9990,10350,11040,11050,11160,11260,11290,11340,11360,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,15.3519780240029,0.5689085340519,31.8776529887591,1532.35332332498,63.5155035327588,214.100280544232,173,211,250,134,3323.01073310752,22.4846297765804,77.4681460701088,6512.61699240541,22.7549162478216,70.6199194575701,6724.79307715585,22.694643277676,70.7408320437752,6497.02416414874,22.788686904043,72.7445622119884,0.0922821084729343,0.199681038063943,0.262661362206764,0.23042454642263,34.63
Paris,9712652,163533.477973241,0.091811176,3.65,16.1,12.46,51.58,0.0873210087024168,0.0745441787338136,0.0139717307826529,0.0049327592596781,0.0835034369981587,0.0093427027730244,2.17861486983213e-05,0.726362396601557,74.6855539230779,133,131.375486605725,229,115.836508904143,187,102.849632573339,140,0.059647669541394,0.662506298683842,0.0805411772927494,0.644687729172487,0.12624853223719,0.516704383897474,13.2,370.333761152847,2828.93286132813,2828.93286132813,8.03175117547601,12.1845429442911,22.1565785956102,false,false,false,false,6520,6800,7410,7970,8350,8560,8670,8960,9330,9510,9690,9850,9900,9960,10010,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.883,0.793,0.254,11.0002954294999,0.513633285549337,24.2904562226583,640.983012634472,44.2575438123626,59.390156646906,182,170,206,146,4516.57535133629,15.0491167073127,58.4090134753208,5805.71096317251,15.1568053358346,60.220807069962,5669.99785097771,15.2382972122369,62.8408796753525,5761.98619249557,15.3032712494948,64.5719975518635,0.0278748464518144,0.558306078166535,0.318762590607015,0.247329589373827,48.88
Patna,2773694,15565.0506440142,,1.64,11.77,10.13,36.8,0.0,0.221225457665543,0.025599926004914,0.00868091685968619,0.00271342599498936,0.0412168590109172,0.000417450153075287,0.684336062925289,61.0,0,77.441805444062,321,61.5030618476133,30,61.0,0,0.0332291558639243,0.91935494335202,0.0363837253218794,0.908342765937152,0.051693038402494,0.850892750227731,122.8,1105.48612693414,19583.48828125,19583.48828125,90.8716132041615,96.3906125441992,90.7453398745751,false,false,false,false,280,320,360,410,480,640,880,990,1090,1330,1660,2030,2160,2320,2590,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.9834184992534,10.8888788850809,38.9952107210179,1000.44115523269,2.89266871560782,276.193545109664,152,313,330,135,3082.76799089365,9.56902944835887,52.2897639043496,4037.1912099338,9.98503794579694,51.275809790405,4262.14294096815,10.1138040079733,51.5584843423167,4374.14838278687,10.3123999037108,53.1064124848614,0.0,0.0,0.0,0.0,25.61
Philadelphia,3161874,155053.122035866,0.139255707,,,,,0.0998612139664546,0.0194133683946513,0.0345894711800688,0.014177945197485,0.169350739452165,0.0346498503810524,0.000248021007091215,0.598589612549964,21.0769432124195,84,67.5507011736094,451,56.8005163973882,247,47.2346314008113,160,0.105036387057388,0.179831556677519,0.101167384491211,0.199745885462459,0.15350554553767,0.182990049927963,8.6,128.480946406269,2888.6181640625,2888.6181640625,26.0641221646985,15.7179679405007,23.0067082116834,true,true,true,true,3130,3510,3930,4160,4400,4470,4540,4630,4720,4940,5160,5400,5490,5630,5840,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3,7.895,0.828,0.243,12.1278301863772,-4.99661036687821,30.0294950279621,1120.54906635404,73.9113452560957,113.711191269227,302,267,320,249,4298.90379300787,18.6074822113569,65.9612753828862,5799.26957136869,18.4703723015725,64.5543565743145,5914.36497976478,18.7990600852732,61.3121404910479,5625.26614874262,19.9849760392274,66.6879851069483,0.0115780686174075,0.10770952072651,0.159121774436579,0.116593758837958,39.92
Phoenix,3625939,232179.171916718,0.064013763,,,,,2.39174919686468e-05,0.0326742837156677,0.00871439682008032,6.00516636585339e-05,0.00835375855882759,0.000994100070598807,0.182548475363061,0.741197401566155,421.317006051148,483,846.729869333669,2084,663.640475044366,1518,530.691230496313,1056,0.0132950689395827,0.0418682278213478,0.0296752422889991,0.0724402443556603,0.0719460989505423,0.0777627947276322,6.7,97.3634495231197,3603.67846679688,3603.67846679688,1.43073493251139,3.30341360213518,7.38413689101853,false,false,false,false,220,350,560,700,870,1120,1420,1700,2020,2440,2930,3420,3550,3690,3840,Deserts & Xeric Shrublands,Nearctic,1,,,,21.2870922591207,3.43683131344702,40.5439465245303,224.12925787979,3.04236748700778,31.3589324382628,326,246,346,226,2185.04250862925,4.78019627649291,18.6683540757436,2252.27773019133,5.28207886508274,20.8373648588186,2451.56606430565,5.74312748167755,22.6574520067173,2616.95035030613,6.12389966701138,23.9078584603623,0.0,0.052733124594987,0.140685167845092,0.160345511935396,33.5
Port-au-Prince,2770637,28236.6965457812,,,,,,0.00745732814785103,0.00743889161561326,0.161309317673907,0.00609451961622116,0.0817701313229208,0.00243013426280031,0.0250470256143227,0.655769264307621,122.067617537605,1188,0.0,1865,213.396746742688,1865,510.73552585539,1865,0.00594189474008279,0.0195489610372652,0.00890400307897889,0.0172173206467249,0.0209614831746578,0.029224002013115,22.8,635.534529040632,4516.7919921875,4516.7919921875,12.7246975884262,16.072100815868,14.9698802795806,false,true,false,false,130,180,250,340,460,580,700,880,1130,1430,1650,1880,2000,2210,2620,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,4,4.653,0.602,0.317,25.5444106438286,17.4870048401727,33.0513534981222,1253.86348555609,25.7715564783601,211.266690306869,119,189,199,109,3965.85088551406,12.7588792370771,79.6906853820069,5452.96382621884,17.0717757584815,91.5233277185756,5805.55212132349,18.8001508616345,85.0512576691376,5927.24499626038,16.8307193084573,72.4259757839949,0.0126336780492346,0.0929453493359175,0.121976059242194,0.111051869484656,18.52
Prayagraj,2693705,14866.4440268012,,,,,,0.0024630631748337,0.284962564659432,0.0356945612774701,0.00690752383697806,0.0155528219191373,0.0254031428042173,0.00112131085188072,0.585919692764262,91.0,0,151.141218920625,396,110.943091704927,274,92.0626036595129,30,0.0147805015243291,0.876978970039872,0.0221606178446095,0.911040993241824,0.0341755868224591,0.904193731251003,138.3,1123.8047532334,12475.3408203125,12475.3408203125,45.9066477203474,50.8739225387005,42.3906890068882,false,false,false,false,330,370,420,460,510,570,640,730,830,930,1040,1150,1200,1280,1420,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.7772539078319,8.58680934381122,41.8260130131138,974.578972812019,3.93346608205259,299.679709172876,202,307,326,183,3183.29307475118,8.90083164050611,43.6653804415122,4346.07121655623,9.17289230949106,42.4788885771,4401.65030237285,9.29155506404607,42.5225545444536,4401.31527227854,9.44654377705246,45.9346147799211,0.0,0.0,0.0,0.0,25.45
Puebla,2290865,50587.3621420388,,1.8,13.81,12.01,33.24,0.000798627789013578,0.265627444109182,0.0115167806490946,1.76183135391005e-05,0.0274332341917436,8.80915676955024e-05,0.0460754135674555,0.64815868587003,2271.69578350658,519,2131.12989005816,3175,2304.48149808584,2777,2327.17533812111,1780,0.064577474266803,0.2631651617537,0.0479751625956525,0.384373866867843,0.0800790996874431,0.387480685792985,20.4,282.124042540372,4156.53759765625,4156.53759765625,35.8966526078146,14.2047402629612,24.5916221335553,false,false,false,false,230,290,380,490,640,860,1140,1400,1690,1690,1910,2110,2200,2320,2470,Tropical & Subtropical Coniferous Forests,Neotropic,1,,,,16.5696076298912,4.90394050975367,27.3575050471692,841.700691260932,5.51969527403058,166.135439385751,239,274,318,195,3211.29401301555,15.7376970380165,97.4342413170444,4821.98633790999,15.1711577263952,89.0545682987973,4754.23328357423,13.7947533242533,79.9060398758793,4809.23584894729,12.7034560521308,73.2907912996301,0.0466844491836499,0.273367193096904,0.146663556887547,0.130797093114179,19.04
Pune,6659210,63257.9871736626,,2.24,14.32,12.07,30.83,0.00659307920666055,0.274158551165592,0.0538567829210689,0.00314752305143211,0.0336359983080701,0.000668768053874958,0.0129888407112553,0.613556170791533,596.762849353618,290,499.489187475799,914,572.239310548836,624,586.368005982928,305,0.0276828570377537,0.547957596975101,0.0221329421647289,0.583011271270499,0.040012414218014,0.640545213880636,56.2,656.262970841537,3876.45922851563,3876.45922851563,32.5553887584761,14.6891136449677,18.7876254092335,false,false,false,false,580,680,780,920,1100,1340,1640,2000,2430,2980,3660,4410,4670,5010,5540,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,2,,,,24.8508685351565,12.3472933508622,37.022026540397,827.806252944122,0.0,254.377476005282,329,360,413,276,3443.16714518714,9.36342438467657,75.7985217774962,4119.85607871331,9.80000780466851,75.3953108181749,4237.80665583661,10.1153295601276,77.139431154045,4184.96217732289,10.7688041425337,79.194648535373,0.0,0.0,0.0,0.0,18.53
