percentage_of_regional_pool_present,difference_from_locality_trait_gravity,percentage_of_niches_present,latitude,longitude,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,mean_elevation,elevation_delta,average_population_density,city_name,continent,realm,biome,national_gdp_estimate_thousand_dollars_per_person,national_income_group,locality_id
14.812297734627832,0.590959840680059,25.652173913043477,13.8078153,100.5499864,9.70057556748367e-4,0.00322686793141883,3.63771583780638e-4,8.48800362154821e-4,0.014371117392181,0.0134338706057344,0,0.966664257373389,0,0,839.493364205695,Bangkok,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,16.97,3. Upper middle income,L1032356
4.287999999999999,0.387370874869296,14.296296296296298,29.9779108,31.1340523,0.00144718238319346,0.0717934883981375,0.00337675889411808,0,0.0153628341619793,0,0.0112774288355157,0.549146502907418,109.620022344202,177,863.572466834023,Cairo,Africa,Palearctic,Flooded Grasslands & Savannas,11.387,4. Lower middle income,L1039306
5.555555555555555,0.8395804403862459,13.114754098360656,31.8953764,34.8185062,0.00658057340583292,0.398696243203164,0.0565802099386468,0,0.0284787444389521,0,0.0788258556017563,0.430838373411648,113.688304655578,110,122.210274123685,Tel Aviv,Asia,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.784,1. High income: OECD,L1040871
6.145797598627791,0.7830848607659402,17.188888888888894,-1.2748142,36.8140027,0.120555819870092,0.0225656295233065,0.0167551336378774,2.57034686578959e-4,0.0596577507549764,0,0.0045444740566323,0.775664157470537,1636.42280443441,92,647.82008992220506,Nairobi,Africa,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,3.207,5. Low income,L1046815
15.705357142857142,0.5707826617260875,25.732142857142858,37.5486637,127.0807172,0.0599744975500722,0.0123122379746884,0.027756972999289,0.0117734091792972,0.0587405796086264,0.119925540199639,3.23297277234705e-4,0.709031816572536,47.9994191396871,65,1126.62110380387,Seoul,Asia,Palearctic,Temperate Broadleaf & Mixed Forests,37.69,1. High income: OECD,L10487940
9.010600706713781,0.2531571788258816,25.88235294117647,-22.9537312,-43.1754025,0.107592498611543,2.18048703529439e-4,0.0220601156000166,0.0332336152432291,0.0219220180877813,0.0421432562880329,2.18048703529439e-4,0.273818293602152,45.6584683698399,101,945.719461410752,Rio de Janeiro,South America,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,14.859,3. Upper middle income,L10508481
11.36363636363636,0.3697236828422503,23.56,51.4616235,7.0089062,0.124921389541271,0.00738669181940372,0.00750745784003416,0.00152709318145653,0.149559419328788,2.99468414205138e-4,0,0.708798479874842,85.4110414934866,47,260.009957747205,Dortmund,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,49.371,1. High income: OECD,L10514573
13.20769230769231,0.5554172196912013,24.44927536231884,23.0818607,113.4582183,0.0345116149658865,0.0493629649101545,0.0124202212553278,0.0280405538040315,0.182220712516579,0.0366431732950521,0.0029380939131741,0.451171738310355,-4.22574294992484,33,313.967234171782,Guangzhou,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,15.327,3. Upper middle income,L10539463
19.645161290322584,0.11895910968533344,37.58490566037737,52.5877201,13.2740438,0.325290851708948,0.00783092716502569,0.0380029358299489,0.0247408907658712,0.113528063939823,0.0654535228191264,0,0.425152807771258,41.1652416564144,17,162.093175941117,Berlin,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,49.371,1. High income: OECD,L10541949
12.098214285714288,1.2260719029595142,23.267857142857146,37.382033,126.65014,0.00600770590958323,0.00901155886437485,0.0071261516361527,0.00105540779492678,0.0159387271304433,0.00235437123483667,0.00113659300992115,0.126934197950567,3.97578741387848,42,528.863089742781,Seoul,Asia,Palearctic,Temperate Broadleaf & Mixed Forests,37.69,1. High income: OECD,L10582245
14.21782178217822,0.19955476384849935,23.333333333333325,-29.847214,31.0066795,0.025895388910701,0.00413482566399041,0.0350906342405293,0.00366140709255371,0.0496088037645881,0.00789562030920151,0.0162472094668541,0.662200675607753,-0.354603725908398,25,262.829132257459,Durban,Africa,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,13.477,3. Upper middle income,L1060493
7.347058823529414,0.46708379855229243,13.461538461538462,48.8324298,2.235549,0.215579420409169,0.0085243584936826,0.0174946535677985,0.00456489611709626,0.0862123663173461,0.0114215260863068,5.57147613966183e-5,0.656147064247204,76.9738454164838,89,621.942639930617,Paris,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,40.22,1. High income: OECD,L10638154
15.222891566265062,0.3904078177586794,30.59420289855072,22.5142165,88.2160774,0.0505734039206877,0.282586516197354,0.0146097406590305,0.01277835940771,0.28905444185257,0.116364140212545,0,0.233293702174206,0,0,523.37534600677,Kolkata,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.803,4. Lower middle income,L10653240
4.007067137809188,0.15991581692296983,17.694117647058825,-22.786694,-43.306216,0.0142097970194314,0.00939705011917217,0.027031359359912,0.0691022849082732,0.0028176149365308,5.34035322622054e-4,4.45315168703301e-4,0.736996604203964,-8.25484970572416,55,638.446744462928,Rio de Janeiro,South America,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,14.859,3. Upper middle income,L10656843
15.329411764705883,0.3787330097695545,22.42307692307692,48.8221546,2.3380588,1.67212676163472e-4,0.0023875347212204,0.00804063464751566,4.45900469769259e-4,0.0109256544026551,0.00669287861977191,0,0.971340184462904,53.9359262675014,51,1096.92257369758,Paris,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,40.22,1. High income: OECD,L1066529
7.755102040816326,0.39742462199411666,14.852941176470583,-34.624106,-58.5201117,0,0.00176836440803839,0.0167528540868885,8.70694968236706e-4,0.00146379189365912,0,6.09486477765694e-4,0.978534808165412,-0.0513254581741082,10,746.816040866994,Buenos Aires,South America,Neotropic,"Temperate Grasslands, Savannas & Shrublands",19.854,3. Upper middle income,L10669930
4,0.4937684789878385,8.450704225352112,23.0102109,72.5298072,4.35735990126735e-4,0.238701728889339,0.0208550934333305,0.010159910836455,0.0118738057309535,0.00250719071181746,0.00277290422736533,0.699428886818431,61,0,1187.08911565786,Ahmedabad,Asia,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,6.803,4. Lower middle income,L10681365
28.394117647058827,0.3724307830052309,45.576923076923066,48.8812585,2.1209773,0.221684573705906,0.0617558980272418,0.0122085222402222,0.00967549265528271,0.117282584353091,0.00767497497172257,0,0.569717954046535,54.3429121206887,65,194.089260223906,Paris,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,40.22,1. High income: OECD,L10687034
10.194174757281553,0.2782972663815975,19.11594202898551,13.7313789,100.5417091,0.0143685558119207,0.00935857057684062,0.00121335951652144,0.00473115045991084,0.0256328145705921,0.0320407802996094,0,0.912233661638283,0,0,927.749366296328,Bangkok,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,16.97,3. Upper middle income,L1068940
11.653846153846152,0.4509098333382542,24.60526315789473,19.2333229,72.8242064,0.123709305764959,0.241879133930121,0.0283087399048269,0.0103408376779776,0.108937515339988,0.0052729101879098,0.00243372001341378,0.397328392171459,15.6422124609575,63,1429.44460772293,Mumbai,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.803,4. Lower middle income,L10697622
24.927461139896373,0.2992672248453249,44.28260869565217,25.15825,55.41703,0,0.0269470626338471,0.00621521627052322,0,0.00252822356767046,9.13382730084869e-4,0.00242288091901753,0.39223942772916,53.6547375540458,15,132.940447590484,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1070553
10.678756476683935,0.48929434275892925,16.065217391304348,25.298349,55.482868,0,0.0742521105519975,0.00154311510591812,0,0.0152386738277539,0,0.0074365453675429,0.60179222268338,65.906883177979,93,395.638960973731,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1070559
14.471502590673573,0.4240827765168559,26.67391304347826,25.218198,55.44909,0,0.0447314302411146,0.00867711993079765,0,0.022198982352327,0,0.0210768378057472,0.596531875879835,59.3085332371162,62,278.222289138984,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1070593
13.575396825396824,0.36026131200632683,32.24590163934426,32.1048825,34.7763458,7.38089087352844e-4,0.0405572717332865,0.022835535660919,5.53566815514633e-4,0.00525888474738901,0.00830820574160949,0.00618149610658007,0.425260520121249,-28.7128347716154,73,454.156754925036,Tel Aviv,Asia,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.784,1. High income: OECD,L10765744
15.974093264248705,0.2025794305851369,31.195652173913068,25.23824,55.326775,1.05204356367999e-4,0.0236536524064568,0.00183385632963041,1.05204356367999e-4,0.00870184425299544,0.0938637393176322,0.00645253385723728,0.697497043963869,7.81208582314529,65,460.199888287866,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1077098
3.103626943005181,0.41735251480098046,4.5217391304347805,25.250831,55.371639,0,0.0225098582718738,0.00189328317576597,1.05182398653665e-4,0.00599787160322724,0.0312280354402811,0.00358568859410319,0.761963157286872,19.7377234657125,80,483.072098710058,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1077383
21.5958549222798,0.27071063644785287,30.695652173913043,25.368095,55.459901,0,0.0150166382672324,9.3246753139822e-4,0,0.00283445428418399,0.00402587196006322,0.00467262979309925,0.804352256180325,5.20775958330543,84,643.924332131101,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1077419
25.601036269430047,0.810557715619437,42.434782608695635,25.426225,55.496069,0,0.0310159521657124,0.00120424743994597,0.00167804971140013,0.00399482765853663,0.00995725086102869,0.00197746642461074,0.479581260791135,3.04819879509843,88,231.593425054386,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1078903
7.766839378238345,0.29881594200996414,13.673913043478262,25.266307,55.298472,0,0.00884219312121747,0.00103259264879809,1.05156200256994e-4,0.00441656041079373,0.0346475246642837,0.00330066755630187,0.504115112636723,-12.5039532720508,65,454.941663355638,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1079422
11.82383419689119,0.15870182615333883,20.02173913043478,25.288667,55.381651,0,0.00704288637559092,0.00168188331357395,0,3.15353121295116e-4,0.0354865012375033,0.00357400204134465,0.755722113302873,5.63954786599919,80,548.675534307483,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1079446
9.03061224489796,0.4664654784886766,26.136986301369856,27.7000398,85.3900227,0.0276844470304748,0.366029048569233,0.0289094295589589,0,0.071500004743398,0,0.00665261566775976,0.499224454430176,1524,0,712.3236384605,Kathmandu,Asia,Indomalayan,Temperate Broadleaf & Mixed Forests,2.434,5. Low income,L10801208
22.07766990291263,0.32073043618327635,28.202898550724637,14.0766568,100.5263804,0.00108876287598493,0.509254958852354,0.00196973571289299,0.0208634482614663,0.0543717268917789,0.051599769817975,0,0.360851597587548,21.2997068573089,15,66.1076226085589,Bangkok,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,16.97,3. Upper middle income,L1080143
2.6918367346938776,0.190670082505667,10.068493150684931,27.7146859,85.3114128,0.0543009456666496,0.0591608739809286,0.00438768776007809,0,0.0346513916277085,0,2.47382917932891e-4,0.847251718046702,1524,0,1739.53315849287,Kathmandu,Asia,Indomalayan,Temperate Broadleaf & Mixed Forests,2.434,5. Low income,L1082388
19.544303797468352,1.1135679255259163,27.76470588235295,-12.0710491,-77.1595144,1.22957103882841e-4,7.37742623297044e-4,0.00279329608938547,0,2.45914207765681e-4,0.0220633262837927,0.00749459712019997,0.148016243838885,-10.0369584971263,22,597.463916226618,Lima,South America,Neotropic,Deserts & Xeric Shrublands,13.223,3. Upper middle income,L1089313
7.7901639344262295,0.19647028103386047,15.5,25.3073687,83.0107641,0,0.185535618841493,0.0307892903017898,0.0089321662244197,0.0093520913631825,0.052856582996205,0.00105207937120847,0.670215768992546,71.4195145497865,15,1323.8540453601,Varanasi,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.803,4. Lower middle income,L1091186
10.936507936507939,0.1587963450435856,24.760563380281674,10.764937,106.726618,0.00561009544656661,0.10508076678442,0.0130217673455265,0.0214695160319378,0.0690881696966275,0.108829914539481,0.00186143434100601,0.673673283964364,0,0,917.555637261123,Ho Chi Minh City,Asia,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,6.187,4. Lower middle income,L10930414
20.327868852459016,0.41120884546773406,29.41176470588235,25.3282589,83.0391097,0,0.422803051930691,0.0348950976066625,0.0103586195702728,0.0223053273665707,0.0487046679083004,0.00149745802894976,0.407303228453598,75.7317131638241,30,745.014022268409,Varanasi,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.803,4. Lower middle income,L10941417
13.013392857142858,0.43511052272611345,23.910714285714278,37.6540627,126.7649746,0.0123370985599344,0.210850477235281,0.023945678080553,0.00523869981633735,0.0431197934988289,0.0350849080248664,0.00571468665937832,0.559652434786484,30.874516976866,86,327.299129025534,Seoul,Asia,Palearctic,Temperate Broadleaf & Mixed Forests,37.69,1. High income: OECD,L1094699
18.6583850931677,0.5336493073850344,32.88095238095238,29.357641,47.9086304,0,0.00441726871679723,0.00185585041041299,0,4.88381686950786e-4,0.0126232301909515,6.2666073713842e-4,0.267882909437181,0.665753624519511,31,564.525032569984,Kuwait City,Asia,Palearctic,Deserts & Xeric Shrublands,104.715,2. High income: nonOECD,L1095293
10.2,0.1568717070684314,21.879310344827587,53.9450623,27.6436956,0.294170828273061,0.0587126667182519,0.0166039230741956,8.01725298869742e-4,0.0811780925330729,0.0078385678077075,0,0.54069419629484206,230.092909847462,24,329.080578804945,Minsk,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,17.32,3. Upper middle income,L10953356
11.03571428571429,1.31949543734276,16.377049180327866,32.1773197,34.9243784,0.0162042739865375,0.402988929596045,0.0341200788070002,4.60574464595731e-4,0.033896835654749,6.36495848327591e-4,0.0429580512389995,0.468642645510826,123.329688755624,213,170.009208155699,Tel Aviv,Asia,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.784,1. High income: OECD,L1099403
7.261538461538462,0.32357310365679753,19.98333333333334,6.1883424,-75.5806027,0.12784592543567,5.14824503652862e-4,0.112582599928533,0.0011437775758793,0.101456808815709,0,0.00450483900146972,0.651951224739087,2208.10095418355,114,731.553497616556,Medellín,South America,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,14.424,3. Upper middle income,L11024818
17.932539682539684,0.31725618996051586,38.59016393442623,32.1,34.8146,0.00462118813493392,0.0990043693404377,0.0301468206942095,5.53630713839864e-4,0.0138440244972545,0.00614095872194531,0.0122873451959871,0.755658522023104,-11.3575680045105,24,506.220442813956,Tel Aviv,Asia,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.784,1. High income: OECD,L1103236
16.53977272727273,0.6518536400901817,22.82,51.4416413,7.0473744,0.239306661860525,0.0271959691100933,0.00821536737596433,0.00153881416296737,0.152522832436753,0.016765923934976,0,0.554454431118721,102.77219694241,125,199.949209881399,Dortmund,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,49.371,1. High income: OECD,L11039498
19.354838709677423,1.1000902427100976,28.415094339622645,52.5205788,13.4404004,0.0308583790581281,0.00154653138437522,0.00554746258893163,0.0079917812050138,0.0717008839535794,0.0109343726681382,0,0.871420589141834,45.9862218839081,23,417.576317931624,Berlin,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,49.371,1. High income: OECD,L11039594
18.91826923076923,0.667247751774108,28.385964912280706,40.9576942,29.201646,0.322868135574991,0.0101197256429937,0.0561519678538389,7.33313452390847e-5,0.0882299740004435,8.79976142869016e-4,0.0350426055115839,0.486634283928041,173.231463171952,194,434.054061482546,Istanbul,Asia,Palearctic,Temperate Broadleaf & Mixed Forests,20.657,3. Upper middle income,L11058716
16.737864077669897,0.714411632368774,24.492753623188413,13.6850185,100.6627464,1.21384237280955e-4,0.0791334783914637,0.00265331662197664,0.0121627005755517,0.0366223384125893,0.00934373017093281,4.8553694912382e-4,0.859477514641081,0,0,346.273231190679,Bangkok,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,16.97,3. Upper middle income,L1105970
4.571428571428569,0.28420569337190466,11.54,41.9022339,12.4564919,0.0646205697570873,0.0188148105111322,0.0199438443910871,0.00382815668599227,0.0917609576620675,7.83508172506991e-4,0.0291682914102924,0.771079861409834,20.6046173955826,91,499.831358728875,Rome,Europe,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.743,1. High income: OECD,L1107515
7.587301587301585,0.33241099020969284,17.060000000000002,41.8901909,12.4909744,0.0489924262915878,0.033290897019473,0.016585650192137,0.00344091814448615,0.0645156783364667,7.12550046162066e-4,0.0221935587711278,0.81026832119856,29.1159901506678,81,603.511636026652,Rome,Europe,Palearctic,"Mediterranean Forests, Woodlands & Scrub",35.743,1. High income: OECD,L1107525
10.763754045307444,0.9020076753925522,18.507246376811597,13.738468,100.5313396,0.00191604606503994,0.00497448761112306,0.00169860552574934,0.003516636818155,0.0171069084237512,0.0248205758700952,0,0.945430513235801,0,0,969.798082266007,Bangkok,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,16.97,3. Upper middle income,L1110063
2.9685863874345544,1.368702605278632,11.179104477611942,21.0311964,105.8518338,7.9512662061961e-4,0.107940854879727,0.0075941181716305,0.0183678642327885,0.044293824326218,0.125401571890649,6.54112451990386e-4,0.690807765180219,61.9316601526193,76,1190.34871489084,Hanoi,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.187,4. Lower middle income,L1112525
10.966101694915256,0.7634087452707683,20.19148936170212,38.0535076,23.7896149,0.00449971188962574,0.00839443889136754,0.00431118171526191,0,0.039707331134961,0,0.0105580024180636,0.93252933395072,379.488418657836,206,402.484093671636,Athens,Europe,Palearctic,"Mediterranean Forests, Woodlands & Scrub",26.977,1. High income: OECD,L11142783
5.428571428571427,1.3639771129771074,13.6056338028169,10.774348699999999,106.6923308,0.0050875640081732,0.0443399086428248,0.00916929398431445,0.00601067342218607,0.0327321848885481,0.0426786036668417,9.92695416228916e-4,0.857624119773568,0,0,1968.9564905193,Ho Chi Minh City,Asia,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,6.187,4. Lower middle income,L1115589
5.791005291005291,1.2958185324670148,13.887323943661974,10.7763229,106.6963005,0.00521160275032481,0.0454343732208289,0.00947820713079615,0.00703590701838903,0.0342676262633636,0.0461565037979981,9.92686238157107e-4,0.849934064222907,0,0,1893.03626742294,Ho Chi Minh City,Asia,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,6.187,4. Lower middle income,L1115701
2.738219895287958,1.5780150555895727,10.134328358208958,21.0362214,105.8334017,6.72076664180422e-4,0.0790419261629342,0.0051323815322118,0.0163977920744151,0.0337351736813021,0.134945087383144,6.72076664180422e-4,0.728853525064067,55.4978352370698,76,1290.8679285092,Hanoi,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.187,4. Lower middle income,L1115817
14.958823529411761,0.5615987761802104,29.48076923076924,48.8396869,2.6359211,0.246962184103952,0.0925986963892196,0.0116412385896924,0.00245074108706749,0.157012778146554,0.0140917612506381,0,0.475242600432877,90.8618947237072,45,142.056663172325,Paris,Europe,Palearctic,Temperate Broadleaf & Mixed Forests,40.22,1. High income: OECD,L11172564
7.455026455026455,0.6153018337025574,19.859154929577464,10.789181,106.706214,0.00521119955390964,0.0508897235242112,0.00763141492096348,0.0151859512677423,0.0425844046459961,0.0674867372295201,8.71939271765274e-4,0.809021943967197,0,0,1660.92804801353,Ho Chi Minh City,Asia,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,6.187,4. Lower middle income,L1118709
7.387179487179488,0.6060996909903448,25.283333333333328,6.2707841,-75.5637395,0.0493860129428781,0,0.120972414799861,0.00127047267063818,0.0280136732752835,0,0.00497327772482758,0.795384148586512,2285.76536454522,153,1282.88614076812,Medellín,South America,Neotropic,Tropical & Subtropical Moist Broadleaf Forests,14.424,3. Upper middle income,L1119406
19.160621761658035,1.1032803541744802,25.369565217391305,25.320294,55.348965,0,0.00538289635668765,0.00231136996257311,2.10124542052101e-4,0.00170571687077588,0.044930807224329,0.00325693040180757,0.367954853712118,-9.93442814222793,19,557.76728839667,Dubai,Asia,Palearctic,Deserts & Xeric Shrublands,109.873,2. High income: nonOECD,L1122063
18.393364928909953,0.5611001942802198,43.65384615384615,34.6349745,135.4008763,0,0.00121864964061783,0.00193208878596553,0,0.00113160323771656,0.0114501862451664,0,0.139499882572696,-7.46231461195303,25,223.415887718589,Osaka [Kyoto],Asia,Palearctic,Temperate Broadleaf & Mixed Forests,39.003,1. High income: OECD,L1122065
12.493827160493822,0.2536357912253114,28.31428571428572,-6.1129,106.7677,0,0.0153820230488561,0.00866737490609014,0.0225044655476085,0.011974597103663,0.0177360633287685,0.00127124157428562,0.515807515081661,-9.15177290813683,9,806.970918053195,Jakarta,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,11.62,4. Lower middle income,L1122083
6.925925925925926,0.12459554090267783,19.114285714285714,-6.1211,106.6789,0.00291325876706941,0.0859271755098826,0.112843911842517,0.00821235881736848,0.0146829438270469,7.62711484191683e-4,0.0141036819024517,0.7580115862355,-2.00474194048085,25,686.440720535674,Jakarta,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,11.62,4. Lower middle income,L1122084
2.4567901234567904,0.41689386240584697,9.042857142857146,-6.1266,106.6544,0.00317789481292793,0.138990401511432,0.137424634043603,0.00889710848959022,0.0219850501858134,0.00139827371768829,0.0149129256821258,0.670543282927352,7.06376893692537,40,431.632558515187,Jakarta,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,11.62,4. Lower middle income,L1122102
8.837037037037037,1.233035517786892,24.71428571428571,-6.5986,106.7989,0.00771997321022509,0.0763881770712566,8.88182544650454e-4,0,0.127388763221978,0,0,0.78761490395189,695.258140888355,351,668.193351492907,Jakarta,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,11.62,4. Lower middle income,L1122111
19.57831325301205,0.5288679922046026,34.78260869565217,22.8424528,88.3515511,0.139836699944499,0.186479053466079,0.0128389165633158,0.0124269406549132,0.157955074926512,0.0554488738754171,1.0920359318364e-4,0.434468422603345,0,0,348.893041292393,Kolkata,Asia,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,6.803,4. Lower middle income,L11221995
10.405063291139239,0.9679138315010992,19.431372549019613,-12.0547019,-76.9440901,3.68918273751827e-4,8.60809305420929e-4,0.026657118193699,0,0.00270540067418006,0.00393512825335282,0.0700650550001688,0.648810539970969,788.95316846788,435,720.46889055508,Lima,South America,Neotropic,Deserts & Xeric Shrublands,13.223,3. Upper middle income,L11222347
5.834645669291338,0.36727305332307403,10.701492537313435,-33.9649,18.6016,0,0.00512020267150962,0.168169626397243,7.07574410640809e-4,0.0222615396194845,0,0.124978798781446,0.678231577311696,94.3303767787943,60,581.834944052172,Cape Town,Africa,Afrotropic,"Mediterranean Forests, Woodlands & Scrub",13.477,3. Upper middle income,L1122438
